dates,price,today,yesterday,volume.yesterday,hvt30d
2017-01-03,28.99,1.19,0,31841,9.5
2017-01-04,29.276,0.99,1.19,140484,9.9
2017-01-05,29.26,-0.05,0.99,222832,9.9
2017-01-06,29.35,0.31,-0.05,52897,9.9
2017-01-09,29.43,0.27,0.31,49349,9.8
2017-01-10,29.3654,-0.22,0.27,67568,9.9
2017-01-11,29.55,0.63,-0.22,55713,10
2017-01-12,29.53,-0.07,0.63,135014,9.9
2017-01-13,29.71,0.61,-0.07,119953,9.7
2017-01-17,29.42,-0.98,0.61,176810,10.3
2017-01-18,29.52,0.34,-0.98,161305,10.1
2017-01-19,29.59,0.24,0.34,138388,9.9
2017-01-20,29.88,0.98,0.24,127627,9.9
2017-01-23,29.735,-0.49,0.98,164564,9.7
2017-01-24,30.09,1.19,-0.49,95402,10.3
2017-01-25,30.73,2.13,1.19,130418,11.5
2017-01-26,30.53,-0.65,2.13,193791,11.7
2017-01-27,30.5,-0.1,-0.65,259329,10.9
2017-01-30,30.33,-0.56,-0.1,66135,11.1
2017-01-31,30.48,0.49,-0.56,70423,10.5
2017-02-01,30.79,1.02,0.49,93383,10.8
2017-02-02,30.74,-0.16,1.02,122856,10.8
2017-02-03,30.97,0.75,-0.16,112571,10.9
2017-02-06,30.76,-0.68,0.75,144109,11.2
2017-02-07,30.718,-0.14,-0.68,190576,11.2
2017-02-08,30.8,0.27,-0.14,274462,11.2
2017-02-09,30.95,0.49,0.27,113972,10.9
2017-02-10,31.09,0.45,0.49,151012,10.9
2017-02-13,31.27,0.58,0.45,151080,10.9
2017-02-14,31.41,0.45,0.58,174784,10.6
2017-02-15,31.5,0.29,0.45,647190,10.3
2017-02-16,31.46,-0.13,0.29,128413,10.4
2017-02-17,31.6,0.45,-0.13,171045,10.4
2017-02-21,31.89,0.92,0.45,122432,10.6
2017-02-22,31.84,-0.16,0.92,379307,10.5
2017-02-23,31.75,-0.28,-0.16,232674,10.6
2017-02-24,31.54,-0.66,-0.28,192197,10.9
2017-02-27,31.6,0.19,-0.66,218588,10.9
2017-02-28,31.37,-0.73,0.19,140266,10.6
2017-03-01,31.95,1.85,-0.73,157966,11.7
2017-03-02,31.67,-0.88,1.85,189363,12.2
2017-03-03,31.7,0.09,-0.88,96105,11.9
2017-03-06,31.54,-0.5,0.09,155308,12
2017-03-07,31.48,-0.19,-0.5,642985,11.6
2017-03-08,31.54,0.19,-0.19,328253,9.9
2017-03-09,31.42,-0.38,0.19,347975,9.8
2017-03-10,31.7,0.89,-0.38,201076,10
2017-03-13,31.86,0.5,0.89,228654,9.8
2017-03-14,31.61,-0.78,0.5,268288,10.2
2017-03-15,32.01,1.27,-0.78,574539,10.4
2017-03-16,32.03,0.06,1.27,249593,10.4
2017-03-17,32.23,0.62,0.06,321217,10.3
2017-03-20,32.23,0,0.62,213346,10
2017-03-21,31.77,-1.43,0,357798,11.1
2017-03-22,31.73,-0.13,-1.43,351933,11.1
2017-03-23,31.86,0.41,-0.13,338438,11.1
2017-03-24,31.9,0.13,0.41,158895,11
2017-03-27,31.93,0.09,0.13,227563,10.9
2017-03-28,32.13,0.63,0.09,113539,11
2017-03-29,32.18,0.16,0.63,248817,11
2017-03-30,32.27,0.28,0.16,312903,11
2017-03-31,32.2,-0.22,0.28,164224,10.9
2017-04-03,32.1,-0.31,-0.22,170956,10.7
2017-04-04,31.91,-0.59,-0.31,156910,10.8
2017-04-05,31.76,-0.47,-0.59,143083,10.9
2017-04-06,31.9,0.44,-0.47,228713,10.8
2017-04-07,31.91,0.03,0.44,226814,10.7
2017-04-10,31.92,0.03,0.03,118513,10.5
2017-04-11,31.86,-0.19,0.03,202252,8.9
2017-04-12,31.57,-0.91,-0.19,135348,9
2017-04-13,31.25,-1.01,-0.91,113257,9.5
2017-04-17,31.46,0.67,-1.01,228141,9.6
2017-04-18,31.51,0.16,0.67,95846,9.6
2017-04-19,31.6981,0.6,0.16,101466,9.7
2017-04-20,32.06,1.14,0.6,130006,10.2
2017-04-21,31.98,-0.25,1.14,230011,9.9
2017-04-24,32.48,1.56,-0.25,157655,10.8
2017-04-25,32.88,1.23,1.56,227611,11
2017-04-26,33.09,0.64,1.23,259321,10.6
2017-04-27,33.19,0.3,0.64,324477,10.6
2017-04-28,33.13,-0.18,0.3,189324,10.5
2017-05-01,33.35,0.66,-0.18,306343,10.7
2017-05-02,33.41,0.18,0.66,209239,9.5
2017-05-03,33.35,-0.18,0.18,314861,9.5
2017-05-04,33.39,0.12,-0.18,131637,9.5
2017-05-05,33.61,0.66,0.12,163659,9.6
2017-05-08,33.65,0.12,0.66,209365,9.6
2017-05-09,33.7196,0.21,0.12,223903,9.5
2017-05-10,33.9295,0.62,0.21,305968,9.6
2017-05-11,33.95,0.06,0.62,168589,9.6
2017-05-12,34.02,0.21,0.06,281831,9.5
2017-05-15,34.33,0.91,0.21,242541,9.6
2017-05-16,34.49,0.47,0.91,346865,9.3
2017-05-17,33.85,-1.86,0.47,474255,11.1
2017-05-18,33.955,0.31,-1.86,329074,11.1
2017-05-19,34.37,1.22,0.31,264668,11.5
2017-05-22,34.72,1.02,1.22,283269,11.7
2017-05-23,34.68,-0.12,1.02,344218,11.6
2017-05-24,34.62,-0.17,-0.12,264113,11.1
2017-05-25,34.75,0.38,-0.17,145279,10.3
2017-05-26,34.7,-0.14,0.38,321273,10.4
2017-05-30,34.66,-0.12,-0.14,205252,10.5
2017-05-31,34.58,-0.23,-0.12,272453,10.6
2017-06-01,34.99,1.19,-0.23,279395,10.6
2017-06-02,35.43,1.26,1.19,214572,10.8
2017-06-05,35.5,0.2,1.26,389858,10.2
2017-06-06,35.37,-0.37,0.2,347137,10
2017-06-07,35.3471,-0.06,-0.37,317507,9.9
2017-06-08,35.465,0.33,-0.06,338712,9.9
2017-06-09,35,-1.31,0.33,329286,10.9
2017-06-12,34.63,-1.06,-1.31,539979,11.4
2017-06-13,34.84,0.61,-1.06,386689,11.5
2017-06-14,34.74,-0.29,0.61,386774,11.5
2017-06-15,34.39,-1.01,-0.29,341808,12
2017-06-16,34.56,0.49,-1.01,488394,12
2017-06-19,35,1.27,0.49,190087,12.5
2017-06-20,34.81,-0.54,1.27,540560,12.6
2017-06-21,34.81,0,-0.54,453267,12.6
2017-06-22,34.84,0.09,0,212441,12.5
2017-06-23,34.88,0.11,0.09,313077,12.5
2017-06-26,34.8,-0.23,0.11,207623,12.3
2017-06-27,34.51,-0.83,-0.23,298122,12.5
2017-06-28,34.69,0.52,-0.83,240159,11.2
2017-06-29,34.25,-1.27,0.52,200563,11.9
2017-06-30,34.28,0.09,-1.27,271260,11.3
2017-07-03,34.11,-0.5,0.09,232572,10.9
2017-07-05,34.15,0.12,-0.5,247826,10.9
2017-07-06,33.82,-0.97,0.12,444215,11.3
2017-07-07,34.15,0.98,-0.97,201076,11.6
2017-07-10,34.37,0.64,0.98,302765,11.8
2017-07-11,34.61,0.7,0.64,454154,12
2017-07-12,35.01,1.16,0.7,462809,12.5
2017-07-13,35.02,0.03,1.16,342476,12
2017-07-14,35.36,0.97,0.03,455487,11.7
2017-07-17,35.29,-0.2,0.97,286229,11.7
2017-07-18,35.37,0.23,-0.2,176383,11.7
2017-07-19,35.7,0.93,0.23,323283,12
2017-07-20,35.69,-0.03,0.93,397000,12
2017-07-21,35.78,0.25,-0.03,511509,11.2
2017-07-24,35.925,0.41,0.25,337319,10.7
2017-07-25,35.98,0.15,0.41,267032,10.6
2017-07-26,36.08,0.28,0.15,489718,10.5
2017-07-27,36.22,0.39,0.28,341848,9.9
2017-07-28,36.18,-0.11,0.39,585622,9.9
2017-07-31,36.28,0.28,-0.11,205970,9.3
2017-08-01,36.45,0.47,0.28,5493332,9.1
2017-08-02,36.44,-0.03,0.47,389001,9.1
2017-08-03,36.09,-0.96,-0.03,315421,9.7
2017-08-04,36.09,0,-0.96,280328,9.7
2017-08-07,36.35,0.72,0,251559,9.8
2017-08-08,36.23,-0.33,0.72,170550,9.5
2017-08-09,36.1,-0.36,-0.33,232244,9.5
2017-08-10,35.4,-1.94,-0.36,464475,10.6
2017-08-11,35.51,0.31,-1.94,550395,10.7
2017-08-14,35.88,1.04,0.31,320495,10.8
2017-08-15,35.86,-0.06,1.04,196620,10.8
2017-08-16,35.9935,0.37,-0.06,232526,10.3
2017-08-17,35.73,-0.73,0.37,346687,10.4
2017-08-18,35.68,-0.14,-0.73,345203,10.3
2017-08-21,35.58,-0.28,-0.14,244471,10.2
2017-08-22,36.08,1.41,-0.28,229687,10.5
2017-08-23,36.12,0.11,1.41,373822,10.5
2017-08-24,36,-0.33,0.11,247645,10.2
2017-08-25,36.1,0.28,-0.33,232238,10.2
2017-08-28,36.2,0.28,0.28,175642,10.2
2017-08-29,36.24,0.11,0.28,275575,9.8
2017-08-30,36.5,0.72,0.11,261502,10
2017-08-31,36.84,0.93,0.72,419730,10.3
2017-09-01,36.92,0.22,0.93,332810,10.3
2017-09-05,36.64,-0.76,0.22,342081,10.6
2017-09-06,36.87,0.63,-0.76,875505,10.7
2017-09-07,37.18,0.84,0.63,336751,10.9
2017-09-08,37.165,-0.04,0.84,300627,10.9
2017-09-11,37.77,1.63,-0.04,308232,11.8
2017-09-12,38.01,0.64,1.63,494564,11.9
2017-09-13,38,-0.03,0.64,456284,11.9
2017-09-14,38.07,0.18,-0.03,573870,11.4
2017-09-15,38.22,0.39,0.18,845120,11.4
2017-09-18,38.57,0.92,0.39,379832,11.5
2017-09-19,38.7,0.34,0.92,723073,11.4
2017-09-20,38.7,0,0.34,536771,11.2
2017-09-21,38.41,-0.75,0,584996,9.5
2017-09-22,38.44,0.08,-0.75,510036,9.5
2017-09-25,38.23,-0.55,0.08,343408,9.5
2017-09-26,38.04,-0.5,-0.55,421165,9.7
2017-09-27,38.34,0.79,-0.5,408470,9.9
2017-09-28,38.47,0.34,0.79,610515,9.4
2017-09-29,38.68,0.55,0.34,382002,9.4
2017-10-02,38.92,0.62,0.55,582418,9.3
2017-10-03,39.08,0.41,0.62,618882,8.6
2017-10-04,39.08,0,0.41,421852,8.7
2017-10-05,39.03,-0.13,0,365432,8.5
2017-10-06,38.95,-0.2,-0.13,413774,8.7
2017-10-09,39.03,0.21,-0.2,473295,8.7
2017-10-10,39.24,0.54,0.21,238715,8.7
2017-10-11,39.41,0.43,0.54,399984,8.6
2017-10-12,39.47,0.15,0.43,470795,8.4
2017-10-13,39.77,0.76,0.15,585433,8.5
2017-10-16,39.76,-0.03,0.76,569472,7.9
2017-10-17,39.73,-0.08,-0.03,481851,7.9
2017-10-18,39.74,0.03,-0.08,469733,7.8
2017-10-19,39.5,-0.6,0.03,548436,8.1
2017-10-20,39.7,0.51,-0.6,436391,6.9
2017-10-23,39.77,0.18,0.51,351464,6.8
2017-10-24,39.83,0.15,0.18,536363,6.8
2017-10-25,39.62,-0.53,0.15,672197,7.1
2017-10-26,39.69,0.18,-0.53,741947,7
2017-10-27,40.14,1.13,0.18,370998,7.3
2017-10-30,40.1,-0.1,1.13,585519,7.3
2017-10-31,40.67,1.42,-0.1,470109,8.2
2017-11-01,40.49,-0.44,1.42,864338,8
2017-11-02,40.51,0.05,-0.44,735623,8
2017-11-03,40.71,0.49,0.05,452136,7.7
2017-11-06,40.98,0.66,0.49,454709,7.5
2017-11-07,40.96,-0.05,0.66,470018,7.3
2017-11-08,41.08,0.29,-0.05,684329,7.3
2017-11-09,40.62,-1.12,0.29,537047,8.3
2017-11-10,40.64,0.05,-1.12,2009608,8.2
2017-11-13,40.49,-0.37,0.05,583568,8.3
2017-11-14,40.57,0.2,-0.37,681576,8.3
2017-11-15,40.2,-0.91,0.2,589442,8.8
2017-11-16,40.9,1.74,-0.91,698015,10
2017-11-17,41,0.24,1.74,526493,10
2017-11-20,41.42,1.02,0.24,632954,10.3
2017-11-21,42.11,1.67,1.02,852467,11.2
2017-11-22,42.25,0.33,1.67,948253,11.2
2017-11-24,42.59,0.8,0.33,613314,11.2
2017-11-27,42.36,-0.54,0.8,436174,11.4
2017-11-28,42.54,0.42,-0.54,656576,11.4
2017-11-29,41.69,-2,0.42,683539,13.2
2017-11-30,41.69,0,-2,1160540,13
2017-12-01,41.57,-0.29,0,849398,13.1
2017-12-04,40.79,-1.88,-0.29,812086,14.4
2017-12-05,40.48,-0.76,-1.88,741113,14.6
2017-12-06,40.27,-0.52,-0.76,757592,14.6
2017-12-07,40.63,0.89,-0.52,489833,14.9
2017-12-08,40.79,0.39,0.89,521091,14.5
2017-12-11,40.7,-0.22,0.39,666544,14.5
2017-12-12,40.64,-0.15,-0.22,697680,13.9
2017-12-13,40.46,-0.44,-0.15,487932,13.9
2017-12-14,40.27,-0.47,-0.44,425550,14
2017-12-15,40.39,0.3,-0.47,513694,13.9
2017-12-18,41.08,1.71,0.3,762123,14.7
2017-12-19,40.99,-0.22,1.71,501507,14.8
2017-12-20,41.01,0.05,-0.22,503777,14.7
2017-12-21,41.25,0.59,0.05,345233,14.4
2017-12-22,41.35,0.24,0.59,444140,14.4
2017-12-26,41.28,-0.17,0.24,577435,14.4
2017-12-27,41.34,0.15,-0.17,320468,14.4
2017-12-28,41.44,0.24,0.15,285977,14.1
2017-12-29,41.32,-0.29,0.24,282776,13.2
2018-01-02,41.74,1.02,-0.29,402721,13.5
2018-01-03,42.37,1.51,1.02,696530,13.9
2018-01-04,43,1.49,1.51,905533,13.7
2018-01-05,43.41,0.95,1.49,1011825,13.9
2018-01-08,43.61,0.46,0.95,776348,13.8
2018-01-09,43.7,0.21,0.46,798815,13.7
2018-01-10,43.52,-0.41,0.21,758410,13.7
2018-01-11,44.02,1.15,-0.41,706140,12.4
2018-01-12,44.62,1.36,1.15,761214,12.9
2018-01-16,44.9,0.63,1.36,1012961,12.8
2018-01-17,45.32,0.94,0.63,1408219,11.1
2018-01-18,45.29,-0.07,0.94,822523,10.6
2018-01-19,45.83,1.19,-0.07,1011592,10.5
2018-01-22,46.02,0.41,1.19,1008006,10.4
2018-01-23,46.16,0.3,0.41,849172,10.4
2018-01-24,45.8,-0.78,0.3,962162,10.9
2018-01-25,45.58,-0.48,-0.78,894975,11.1
2018-01-26,46.12,1.18,-0.48,836116,11
2018-01-29,45.72,-0.87,1.18,538996,11.4
2018-01-30,45.15,-1.25,-0.87,1120346,12.4
2018-01-31,45.2,0.11,-1.25,935176,11.8
2018-02-01,45.42,0.49,0.11,833117,11.6
2018-02-02,44.32,-2.42,0.49,908674,14.4
2018-02-05,42.03,-5.17,-2.42,1438994,22
2018-02-06,42.74,1.69,-5.17,2089222,22.5
2018-02-07,42.51,-0.54,1.69,2064425,22.6
2018-02-08,40.6,-4.49,-0.54,1220211,26.6
2018-02-09,40.98,0.94,-4.49,1693117,26.7
2018-02-12,41.73,1.83,0.94,2789765,27.3
2018-02-13,41.45,-0.67,1.83,1052664,27.2
2018-02-14,42.26,1.95,-0.67,948264,27.4
2018-02-15,42.87,1.44,1.95,1017299,27.4
2018-02-16,42.87,0,1.44,863459,27.3
2018-02-20,42.55,-0.75,0,855760,27.3
2018-02-21,42.65,0.24,-0.75,465585,27.3
2018-02-22,42.84,0.45,0.24,699722,27.3
2018-02-23,43.23,0.91,0.45,643053,27.2
2018-02-26,43.66,0.99,0.91,501626,27.1
2018-02-27,43.11,-1.26,0.99,969253,27.2
2018-02-28,42.62,-1.14,-1.26,750538,27.2
2018-03-01,41.68,-2.21,-1.14,487714,27.8
2018-03-02,42.2,1.25,-2.21,1133625,27.9
2018-03-05,42.52,0.76,1.25,791077,28
2018-03-06,42.98,1.08,0.76,455391,28.2
2018-03-07,42.91,-0.16,1.08,494404,28.1
2018-03-08,43.1,0.44,-0.16,791082,28.2
2018-03-09,43.66,1.3,0.44,348102,28.3
2018-03-12,43.96,0.69,1.3,504319,28.3
2018-03-13,43.62,-0.77,0.69,610032,28.2
2018-03-14,43.71,0.21,-0.77,597204,28.2
2018-03-15,43.77,0.14,0.21,297743,28.1
2018-03-16,43.4,-0.85,0.14,424864,27.3
2018-03-19,42.76,-1.47,-0.85,294515,22.4
2018-03-20,42.72,-0.09,-1.47,536001,21.9
2018-03-21,42.94,0.51,-0.09,411706,21.9
2018-03-22,41.95,-2.31,0.51,185883,18.1
2018-03-23,40.93,-2.43,-2.31,436194,19.5
2018-03-26,41.92,2.42,-2.43,666007,20.1
2018-03-27,41.39,-1.26,2.42,346153,20.4
2018-03-28,41.09,-0.72,-1.26,510115,19.5
2018-03-29,41.82,1.78,-0.72,580664,19.8
2018-04-02,40.99,-1.98,1.78,444235,20.6
2018-04-03,41.32,0.81,-1.98,561044,20.7
2018-04-04,41.12,-0.48,0.81,310540,20.7
2018-04-05,41.31,0.46,-0.48,588680,20.7
2018-04-06,40.46,-2.06,0.46,406511,21.3
2018-04-09,40.48,0.05,-2.06,251494,21
2018-04-10,41.39,2.25,0.05,355492,22
2018-04-11,41.57,0.43,2.25,644340,21.8
2018-04-12,41.79,0.53,0.43,235150,20.8
2018-04-13,41.87,0.19,0.53,306513,20.5
2018-04-16,42.07,0.48,0.19,522588,20.4
2018-04-17,42.46,0.93,0.48,618752,20.3
2018-04-18,42.85,0.92,0.93,255271,20.5
2018-04-19,42.53,-0.75,0.92,409090,20.6
2018-04-20,42.22,-0.73,-0.75,334941,20.3
2018-04-23,41.71,-1.21,-0.73,264303,20.4
2018-04-24,41.21,-1.2,-1.21,370335,20.5
2018-04-25,40.75,-1.12,-1.2,427047,20.7
2018-04-26,40.84,0.22,-1.12,457178,20.7
2018-04-27,40.45,-0.95,0.22,485184,20.7
2018-04-30,40.26,-0.47,-0.95,491916,20.4
2018-05-01,40.15,-0.27,-0.47,398788,20.4
2018-05-02,39.93,-0.55,-0.27,517630,20.3
2018-05-03,40.03,0.25,-0.55,311028,19.3
2018-05-04,40.47,1.1,0.25,412223,18.2
2018-05-07,40.87,0.99,1.1,195726,16.9
2018-05-08,41.2,0.81,0.99,235092,16.7
2018-05-09,41.65,1.09,0.81,310411,16.9
2018-05-10,41.87,0.53,1.09,358948,16.1
2018-05-11,42.02,0.36,0.53,288450,14.9
2018-05-14,42.02,0,0.36,467943,14.7
2018-05-15,41.72,-0.71,0,348034,14.8
2018-05-16,41.87,0.36,-0.71,556666,14.8
2018-05-17,41.86,-0.02,0.36,247009,13.3
2018-05-18,41.9401,0.19,-0.02,364863,13.3
2018-05-21,42.52,1.38,0.19,430270,12.2
2018-05-22,42.4,-0.28,1.38,341843,12.2
2018-05-23,42.12,-0.66,-0.28,222953,12.3
2018-05-24,41.94,-0.43,-0.66,336293,12.4
2018-05-25,41.72,-0.52,-0.43,293318,12.4
2018-05-29,41.24,-1.15,-0.52,221606,12.5
2018-05-30,41.48,0.58,-1.15,488181,12.3
2018-05-31,41.29,-0.46,0.58,493314,12.1
2018-06-01,41.76,1.14,-0.46,183194,12.5
2018-06-04,42.06,0.72,1.14,296978,12.2
2018-06-05,42.29,0.55,0.72,249726,11.6
2018-06-06,42.5,0.5,0.55,453108,11.1
2018-06-07,42.37,-0.31,0.5,338931,11.1
2018-06-08,42.41,0.09,-0.31,284291,10.6
2018-06-11,42.64,0.54,0.09,180638,10.5
2018-06-12,42.58,-0.14,0.54,242841,10.4
2018-06-13,42.38,-0.47,-0.14,301742,10.4
2018-06-14,42.21,-0.4,-0.47,286167,10.6
2018-06-15,41.56,-1.54,-0.4,232336,11.4
2018-06-18,41.29,-0.65,-1.54,307747,11.2
2018-06-19,40.6,-1.67,-0.65,285625,12.1
2018-06-20,40.85,0.62,-1.67,670172,11.8
2018-06-21,40.55,-0.73,0.62,399145,11.8
2018-06-22,40.58,0.07,-0.73,280407,11.7
2018-06-25,39.7,-2.17,0.07,231208,13.2
2018-06-26,40.07,0.93,-2.17,533075,13.5
2018-06-27,39.76,-0.77,0.93,310526,13.6
2018-06-28,39.86,0.25,-0.77,490536,13.6
2018-06-29,40,0.35,0.25,255274,13.7
2018-07-02,39.9,-0.25,0.35,204978,12.8
2018-07-03,39.91,0.03,-0.25,362406,12.8
2018-07-05,39.8,-0.28,0.03,175812,12.8
2018-07-06,40.28,1.21,-0.28,467015,13.4
2018-07-09,40.63,0.87,1.21,314857,13.7
2018-07-10,41.05,1.03,0.87,197076,13.7
2018-07-11,40.18,-2.12,1.03,685160,14.9
2018-07-12,40.65,1.17,-2.12,414085,15.4
2018-07-13,40.72,0.17,1.17,218822,14.9
2018-07-16,40.57,-0.37,0.17,222214,14.8
2018-07-17,40.49,-0.2,-0.37,313189,14.6
2018-07-18,40.59,0.25,-0.2,336210,14.5
2018-07-19,40.61,0.05,0.25,171388,14.5
2018-07-20,40.55,-0.15,0.05,150115,14.5
2018-07-23,40.4,-0.37,-0.15,197553,14.4
2018-07-24,40.48,0.2,-0.37,320769,14.4
2018-07-25,41.04,1.38,0.2,301638,15.1
2018-07-26,41.43,0.95,1.38,323336,15.4
2018-07-27,41.27,-0.39,0.95,207426,14.7
2018-07-30,40.84,-1.04,-0.39,145230,14.9
2018-07-31,40.83,-0.02,-1.04,295600,14
2018-08-01,40.82,-0.02,-0.02,222642,13.9
2018-08-02,40.78,-0.1,-0.02,169118,13.7
2018-08-03,40.72,-0.15,-0.1,329420,13.7
2018-08-06,40.64,-0.2,-0.15,212032,11.9
2018-08-07,40.79,0.37,-0.2,168759,11.7
2018-08-08,41.13,0.83,0.37,331170,11.6
2018-08-09,41.22,0.22,0.83,266278,11.6
2018-08-10,40.71,-1.24,0.22,223234,12.3
2018-08-13,40.23,-1.18,-1.24,175941,12.8
2018-08-14,40.56,0.82,-1.18,229814,13
2018-08-15,39.78,-1.92,0.82,184822,14.3
2018-08-16,40.07,0.73,-1.92,273432,14
2018-08-17,40.33,0.65,0.73,393176,13.9
2018-08-20,40.61,0.69,0.65,346712,13.7
2018-08-21,41.17,1.38,0.69,252539,12.7
2018-08-22,41.36,0.46,1.38,228715,12.3
2018-08-23,41.29,-0.17,0.46,259900,12.3
2018-08-24,41.47,0.44,-0.17,141969,12.3
2018-08-27,42.1,1.52,0.44,167771,13
2018-08-28,42.58,1.14,1.52,344182,13.3
2018-08-29,42.85,0.63,1.14,271212,13.4
2018-08-30,42.66,-0.44,0.63,164263,13.5
2018-08-31,42.65,-0.02,-0.44,243815,13.4
2018-09-04,42.04,-1.43,-0.02,109999,14.2
2018-09-05,41.54,-1.19,-1.43,287298,14.2
2018-09-06,41.36,-0.43,-1.19,243434,14
2018-09-07,40.99,-0.89,-0.43,315690,14.2
2018-09-10,41.17,0.44,-0.89,199854,13.9
