dates,price,today,yesterday,volume.yesterday,hvt30d
2020-05-21,41.03,-0.65,2.3,581060,33.2
2020-05-22,41.11,0.19,-0.65,201430,33
2020-05-26,42.44,3.24,0.19,132300,33
2020-05-27,42.69,0.59,3.24,242152,31
2020-05-28,42.75,0.14,0.59,624167,31.1
2020-05-29,42.59,-0.37,0.14,385922,30.5
2020-06-01,43.34,1.76,-0.37,569093,30.5
2020-06-02,43.85,1.18,1.76,127061,28.9
2020-06-03,44.68,1.89,1.18,161951,28.8
2020-06-04,44.21,-1.05,1.89,433950,29.2
2020-06-05,45.15,2.13,-1.05,433518,29.5
2020-06-08,45.1,-0.11,2.13,176254,28.5
2020-06-09,44.58,-1.15,-0.11,123476,28.9
2020-06-10,44.46,-0.27,-1.15,231902,27.3
2020-06-11,41.71,-6.19,-0.27,157209,33.1
2020-06-12,42.16,1.08,-6.19,346542,31.5
2020-06-15,42.44,0.66,1.08,582793,31.4
2020-06-16,43.18,1.74,0.66,119692,31.4
2020-06-17,43.25,0.16,1.74,204006,31.4
2020-06-18,42.94,-0.72,0.16,84033,31.2
2020-06-19,42.91,-0.07,-0.72,523712,30.8
2020-06-22,43.39,1.12,-0.07,143546,30.9
2020-06-23,43.51,0.28,1.12,154281,30.1
2020-06-24,42.54,-2.23,0.28,134989,30.8
2020-06-25,43.21,1.57,-2.23,157989,30.9
2020-06-26,42.48,-1.69,1.57,99137,31.5
2020-06-29,43.06,1.37,-1.69,72934,28.8
2020-06-30,43.49,1,1.37,293309,28.9
2020-07-01,43.42,-0.16,1,54018,28.2
2020-07-02,43.58,0.37,-0.16,88871,28.1
2020-07-06,44.81,2.82,0.37,97734,29.1
2020-07-07,44.13,-1.52,2.82,362665,28.2
2020-07-08,44.55,0.95,-1.52,114188,28.3
2020-07-09,44.35,-0.45,0.95,112864,28.3
2020-07-10,44.48,0.29,-0.45,137391,28.3
2020-07-13,44.03,-1.01,0.29,132896,28
2020-07-14,44.67,1.45,-1.01,140660,28.2
2020-07-15,45.57,2.01,1.45,73350,28.2
2020-07-16,45.09,-1.05,2.01,104543,28.2
2020-07-17,45.55,1.02,-1.05,123080,27.7
2020-07-20,45.97,0.92,1.02,231211,27.8
2020-07-21,46.03,0.13,0.92,141396,27.5
2020-07-22,46.12,0.2,0.13,114024,27.5
2020-07-23,45.95,-0.37,0.2,73567,18.8
2020-07-24,45.3,-1.41,-0.37,86825,19.4
2020-07-27,46.27,2.14,-1.41,252702,20.2
2020-07-28,45.86,-0.89,2.14,103430,20
2020-07-29,46.59,1.59,-0.89,86838,20.4
2020-07-30,46.35,-0.52,1.59,111364,20.3
2020-07-31,45.75,-1.29,-0.52,105813,20.8
2020-08-03,46.85,2.4,-1.29,182317,21.6
2020-08-04,46.95,0.21,2.4,83826,21.6
2020-08-05,47.46,1.09,0.21,77062,20.3
2020-08-06,47.41,-0.11,1.09,106435,20
2020-08-07,47.15,-0.55,-0.11,157640,19.2
2020-08-10,47.22,0.15,-0.55,84852,19
2020-08-11,47.16,-0.13,0.15,112571,18.9
2020-08-12,48,1.78,-0.13,114179,19.3
2020-08-13,47.91,-0.19,1.78,128352,19.4
2020-08-14,47.68,-0.48,-0.19,62983,18
2020-08-17,48.2,1.09,-0.48,52236,17.3
2020-08-18,48.09,-0.23,1.09,127115,17.3
2020-08-19,47.64,-0.94,-0.23,101203,17.5
2020-08-20,47.19,-0.94,-0.94,120153,17.9
2020-08-21,47.05,-0.3,-0.94,76999,17.6
2020-08-24,47.54,1.04,-0.3,97983,17.3
2020-08-25,47.84,0.63,1.04,103580,16.5
2020-08-26,48.3,0.96,0.63,92696,16.2
2020-08-27,47.81,-1.01,0.96,108483,16.4
2020-08-28,48.35,1.13,-1.01,136543,16.5
2020-08-31,48.3,-0.1,1.13,68160,16.6
2020-09-01,48.8,1.04,-0.1,85878,16.8
2020-09-02,49.68,1.8,1.04,74229,17.3
2020-09-03,47.73,-3.93,1.8,115172,21
2020-09-04,47.3,-0.9,-3.93,279902,20.3
2020-09-08,46.61,-1.46,-0.9,210810,20.7
2020-09-09,47.5,1.91,-1.46,161662,20.9
2020-09-10,47.02,-1.01,1.91,125319,21.1
2020-09-11,47.31,0.62,-1.01,177762,20.7
2020-09-14,48.06,1.59,0.62,168104,20
2020-09-15,48.58,1.08,1.59,337764,20.3
2020-09-16,48.43,-0.31,1.08,124625,20.1
2020-09-17,48.2,-0.47,-0.31,109300,20.1
2020-09-18,48.18,-0.04,-0.47,357136,20
2020-09-21,46.99,-2.47,-0.04,75473,21.5
2020-09-22,46.96,-0.06,-2.47,312842,21.5
2020-09-23,46.4,-1.19,-0.06,113733,21
2020-09-24,46.28,-0.26,-1.19,116423,21
2020-09-25,46.86,1.25,-0.26,238383,21.4
2020-09-28,47.74,1.88,1.25,52998,21.9
2020-09-29,48.02,0.59,1.88,73168,22
2020-09-30,48.15,0.27,0.59,209366,21.8
2020-10-01,48.72,1.18,0.27,104523,21.8
2020-10-02,48.27,-0.92,1.18,104093,22
2020-10-05,49.03,1.57,-0.92,79417,22.3
2020-10-06,48.76,-0.55,1.57,102068,22.3
2020-10-07,49.67,1.87,-0.55,168407,22.8
2020-10-08,50.01,0.68,1.87,101297,22.6
2020-10-09,50.66,1.3,0.68,204611,22.6
2020-10-12,51.02,0.71,1.3,111844,22.7
2020-10-13,50.82,-0.39,0.71,101592,22.6
2020-10-14,50.81,-0.02,-0.39,64993,22
2020-10-15,50.73,-0.16,-0.02,120402,18
2020-10-16,50.85,0.24,-0.16,276675,17.7
2020-10-19,50.55,-0.59,0.24,203538,17.1
2020-10-20,50.67,0.24,-0.59,101866,16.4
2020-10-21,50.51,-0.32,0.24,105417,16
2020-10-22,50.74,0.46,-0.32,123110,16
2020-10-23,50.77,0.06,0.46,119966,15.4
2020-10-26,49.49,-2.52,0.06,56007,17.2
2020-10-27,49.49,0,-2.52,125115,17.2
2020-10-28,48.15,-2.71,0,237975,19.1
2020-10-29,48.84,1.43,-2.71,294365,19.6
2020-10-30,48.22,-1.27,1.43,215046,18.4
2020-11-02,48.73,1.06,-1.27,201447,18.6
2020-11-03,50.06,2.73,1.06,139366,19.6
2020-11-04,50.64,1.16,2.73,208587,19.8
2020-11-05,51.96,2.61,1.16,100123,20.7
2020-11-06,51.95,-0.02,2.61,169602,20.2
2020-11-09,53,2.02,-0.02,73630,20.8
2020-11-10,52.41,-1.11,2.02,144316,21.3
2020-11-11,53.09,1.3,-1.11,224055,21.3
2020-11-12,52.36,-1.38,1.3,92438,21.6
2020-11-13,53.11,1.43,-1.38,74981,21.5
2020-11-16,53.92,1.53,1.43,123011,21.7
2020-11-17,53.79,-0.24,1.53,241871,21.2
2020-11-18,53.46,-0.61,-0.24,193127,21.4
2020-11-19,54.07,1.14,-0.61,175593,21.3
2020-11-20,54.42,0.65,1.14,91458,21.3
2020-11-23,54.7,0.51,0.65,97822,21.2
2020-11-24,55.57,1.59,0.51,181552,21.6
2020-11-25,55.53,-0.07,1.59,164344,21.6
2020-11-27,56.37,1.51,-0.07,168308,21.8
2020-11-30,56.04,-0.59,1.51,90801,21.8
2020-12-01,57.06,1.82,-0.59,82735,22.3
2020-12-02,57.16,0.18,1.82,218150,22.2
2020-12-03,57.23,0.12,0.18,130658,22.2
2020-12-04,58.2,1.69,0.12,139222,22.5
2020-12-07,57.76,-0.76,1.69,179848,20.8
2020-12-08,58.26,0.87,-0.76,110244,20.8
2020-12-09,58.06,-0.34,0.87,169454,18.3
2020-12-10,58.16,0.17,-0.34,203247,18.2
2020-12-11,57.85,-0.53,0.17,109625,17.6
2020-12-14,58.25,0.69,-0.53,98209,17.6
2020-12-15,59.15,1.55,0.69,144599,16.6
2020-12-16,59.17,0.03,1.55,154949,16.6
2020-12-17,59.84,1.13,0.03,178490,15.5
2020-12-18,60.14,0.5,1.13,151565,15.4
2020-12-21,59.85,-0.48,0.5,211076,14.9
2020-12-22,60.32,0.79,-0.48,135712,14.2
2020-12-23,60.75,0.71,0.79,115048,14
2020-12-24,60.65,-0.16,0.71,130362,12.9
2020-12-28,60.67,0.03,-0.16,61461,12.7
2020-12-29,60.56,-0.18,0.03,126740,12.4
2020-12-30,61.01,0.74,-0.18,163526,12.2
2020-12-31,60.89,-0.2,0.74,167299,12
2021-01-04,60.8,-0.15,-0.2,89496,11.9
2021-01-05,62.01,1.99,-0.15,195528,12.8
2021-01-06,62.62,0.98,1.99,173108,12.9
2021-01-07,64.81,3.5,0.98,375394,15.3
2021-01-08,65.31,0.77,3.5,257579,15.2
2021-01-11,65.42,0.17,0.77,270618,15
2021-01-12,65.52,0.15,0.17,356858,14.7
2021-01-13,65.6,0.12,0.15,257836,14.2
2021-01-14,67,2.13,0.12,179602,14.9
2021-01-15,65.28,-2.57,2.13,211165,17.6
2021-01-19,66.42,1.75,-2.57,231752,17.7
2021-01-20,67.2,1.17,1.75,268088,17.4
2021-01-21,67.54,0.51,1.17,339106,17.4
2021-01-22,67.37,-0.25,0.51,197515,17.3
2021-01-25,67.75,0.56,-0.25,187438,17.3
2021-01-26,67.46,-0.43,0.56,283008,17.2
2021-01-27,66.67,-1.17,-0.43,214727,18
2021-01-28,66.25,-0.63,-1.17,211658,17.9
2021-01-29,64.46,-2.7,-0.63,156713,20.2
2021-02-01,66.28,2.82,-2.7,265489,21.4
2021-02-02,67.41,1.7,2.82,200841,21.8
2021-02-03,67.51,0.15,1.7,568629,21.6
2021-02-04,67.94,0.64,0.15,185026,21.6
2021-02-05,68.67,1.07,0.64,307474,21.7
2021-02-08,70.1,2.08,1.07,171583,22.2
2021-02-09,70.86,1.08,2.08,263139,22.2
2021-02-10,70.38,-0.68,1.08,313594,22.4
2021-02-11,70.91,0.75,-0.68,186630,22.4
2021-02-12,71.55,0.9,0.75,161780,22.3
2021-02-16,71.27,-0.39,0.9,166765,22.4
2021-02-17,70.26,-1.42,-0.39,256240,22.7
2021-02-18,69.09,-1.67,-1.42,414299,23.5
2021-02-19,69.83,1.07,-1.67,249737,21.5
2021-02-22,68.31,-2.18,1.07,201250,22.7
2021-02-23,66.9,-2.06,-2.18,187849,23.7
2021-02-24,67.57,1,-2.06,327068,23.8
2021-02-25,65.58,-2.95,1,158127,25.6
2021-02-26,65.2,-0.58,-2.95,217591,24.8
2021-03-01,66.93,2.65,-0.58,156864,24.8
2021-03-02,65.53,-2.09,2.65,214570,25.1
2021-03-03,64,-2.33,-2.09,131794,25.7
2021-03-04,61.79,-3.45,-2.33,171403,27.5
2021-03-05,62.31,0.84,-3.45,430440,27.7
2021-03-08,60.99,-2.12,0.84,360070,28.1
2021-03-09,62.62,2.67,-2.12,199963,29.5
2021-03-10,62.79,0.27,2.67,134857,29.4
2021-03-11,64.48,2.69,0.27,366661,30.6
2021-03-12,64.4,-0.12,2.69,583291,29.5
2021-03-15,65.14,1.15,-0.12,229414,28.4
2021-03-16,64.63,-0.78,1.15,105483,28
2021-03-17,65.06,0.67,-0.78,270450,28.1
2021-03-18,64.01,-1.61,0.67,80611,28.3
2021-03-19,64.26,0.39,-1.61,117759,28.1
2021-03-22,64.09,-0.26,0.39,247671,27.2
2021-03-23,62.62,-2.29,-0.26,133923,27.5
2021-03-24,61.56,-1.69,-2.29,115907,27.8
2021-03-25,62.31,1.22,-1.69,136642,28
2021-03-26,63.21,1.44,1.22,202226,28.3
2021-03-29,62.52,-1.09,1.44,194066,28.3
2021-03-30,62.7,0.29,-1.09,145377,28.2
2021-03-31,63.51,1.29,0.29,189383,28.4
2021-04-01,64.83,2.08,1.29,94359,29
2021-04-05,65.7,1.34,2.08,165611,28.7
2021-04-06,65.36,-0.52,1.34,107059,28.1
2021-04-07,64.64,-1.1,-0.52,114907,28.1
2021-04-08,65.41,1.19,-1.1,106898,26.9
2021-04-09,65.72,0.47,1.19,145197,26.9
2021-04-12,64.68,-1.58,0.47,154103,26
2021-04-13,65.21,0.82,-1.58,140869,25.4
2021-04-14,64.93,-0.43,0.82,71600,24.4
2021-04-15,65.62,1.06,-0.43,96369,21.9
2021-04-16,65.71,0.14,1.06,96593,21.8
2021-04-19,64.91,-1.22,0.14,68588,21.1
2021-04-20,63.9,-1.56,-1.22,69172,20.4
2021-04-21,64.83,1.46,-1.56,214167,20.8
2021-04-22,64.9,0.11,1.46,79960,19.2
2021-04-23,65.95,1.62,0.11,110274,19.8
2021-04-26,66.86,1.38,1.62,75985,19.9
2021-04-27,66.41,-0.67,1.38,213233,19.9
2021-04-28,66.4,-0.02,-0.67,151080,19.8
2021-04-29,65.88,-0.78,-0.02,132174,19.3
2021-04-30,64.69,-1.81,-0.78,182911,20.1
2021-05-03,64.31,-0.59,-1.81,128323,20.1
2021-05-04,62.73,-2.46,-0.59,84393,20.3
2021-05-05,63,0.43,-2.46,164893,19.6
2021-05-06,62.91,-0.14,0.43,166472,19.3
2021-05-07,63.91,1.59,-0.14,131319,19.4
2021-05-10,62.4,-2.36,1.59,55678,20.5
2021-05-11,62.11,-0.46,-2.36,352418,20.5
2021-05-12,59.77,-3.77,-0.46,209206,23
2021-05-13,60.19,0.7,-3.77,604207,22.2
2021-05-14,61.79,2.66,0.7,268735,23.3
2021-05-17,61.03,-1.23,2.66,119725,23.5
2021-05-18,61.53,0.82,-1.23,98050,23.5
2021-05-19,61.03,-0.81,0.82,183322,23.2
2021-05-20,62.15,1.84,-0.81,136163,24
2021-05-21,62.36,0.34,1.84,106050,23.6
2021-05-24,62.88,0.83,0.34,51249,23.6
2021-05-25,62.84,-0.06,0.83,75455,23.6
2021-05-26,63.22,0.6,-0.06,125044,23.4
2021-05-27,63.61,0.62,0.6,121291,23.5
2021-05-28,63.9,0.46,0.62,100258,23.3
2021-06-01,64.02,0.19,0.46,62482,22.8
2021-06-02,64.08,0.09,0.19,112402,22.4
2021-06-03,63.37,-1.11,0.09,63028,22.6
2021-06-04,64.29,1.45,-1.11,61993,22.5
2021-06-07,64.39,0.16,1.45,73810,22.1
2021-06-08,64.29,-0.16,0.16,76054,22
2021-06-09,63.87,-0.65,-0.16,57224,22.1
2021-06-10,63.98,0.17,-0.65,108802,22
2021-06-11,64.22,0.38,0.17,149530,21.4
2021-06-14,64.49,0.42,0.38,57121,21.3
2021-06-15,64.32,-0.26,0.42,46944,19.9
2021-06-16,64.05,-0.42,-0.26,59237,19.9
2021-06-17,63.98,-0.11,-0.42,79484,19.9
2021-06-18,63.02,-1.5,-0.11,65398,19.9
2021-06-21,63.86,1.33,-1.5,98514,18.9
2021-06-22,64.31,0.7,1.33,68792,18.9
2021-06-23,64.28,-0.05,0.7,109529,14.4
2021-06-24,65.07,1.23,-0.05,152236,14.7
2021-06-25,65.47,0.61,1.23,78580,12.8
2021-06-28,65.56,0.14,0.61,66643,12
2021-06-29,65.66,0.15,0.14,106482,11.9
2021-06-30,65.21,-0.69,0.15,78508,11.8
2021-07-01,65.02,-0.29,-0.69,123534,10.8
2021-07-02,65.17,0.23,-0.29,89058,10.8
2021-07-06,65.07,-0.15,0.23,49739,10.6
2021-07-07,64.91,-0.25,-0.15,40995,10.6
2021-07-08,64.29,-0.96,-0.25,81822,11
2021-07-09,65.46,1.82,-0.96,69127,12.1
2021-07-12,65.71,0.38,1.82,74382,12
2021-07-13,65.16,-0.84,0.38,50951,12.4
2021-07-14,64.84,-0.49,-0.84,51318,12.5
2021-07-15,64.16,-1.05,-0.49,85788,12.4
2021-07-16,63.66,-0.78,-1.05,60955,11.9
2021-07-19,62.71,-1.49,-0.78,44237,12.6
2021-07-20,63.86,1.83,-1.49,120468,13.9
2021-07-21,64.94,1.69,1.83,147220,14.6
2021-07-22,64.89,-0.08,1.69,76937,14.6
2021-07-23,65.31,0.65,-0.08,59364,14.7
2021-07-26,65.1,-0.32,0.65,91219,14.7
2021-07-27,64.27,-1.27,-0.32,51324,15.2
2021-07-28,65.02,1.17,-1.27,106558,15.5
2021-07-29,65.75,1.12,1.17,181757,15.8
2021-07-30,65.79,0.06,1.12,245450,15
2021-08-02,66.19,0.61,0.06,123360,14.7
2021-08-03,66.66,0.71,0.61,74077,14.7
2021-08-04,66.64,-0.03,0.71,30776,14.7
2021-08-05,67.24,0.9,-0.03,67044,14.5
2021-08-06,66.73,-0.76,0.9,51980,14.6
2021-08-09,66.6,-0.19,-0.76,45038,14.6
2021-08-10,66.56,-0.06,-0.19,49144,14.6
2021-08-11,66.93,0.56,-0.06,200104,14.5
2021-08-12,66.8,-0.19,0.56,74233,14.5
2021-08-13,66.53,-0.4,-0.19,67941,14.6
2021-08-16,66.11,-0.63,-0.4,57081,14.7
2021-08-17,65.05,-1.6,-0.63,73543,15.5
2021-08-18,64.86,-0.29,-1.6,102802,15.3
2021-08-19,64.35,-0.79,-0.29,39769,14.4
2021-08-20,64.73,0.59,-0.79,61985,14.5
2021-08-23,65.96,1.9,0.59,47304,15.4
2021-08-24,66.48,0.79,1.9,65755,15.4
2021-08-25,66.55,0.11,0.79,35422,15
2021-08-26,66.09,-0.69,0.11,39924,15
2021-08-27,67.05,1.45,-0.69,52110,14.6
2021-08-30,67.09,0.06,1.45,127988,13.7
2021-08-31,67.34,0.37,0.06,121849,13
2021-09-01,68.32,1.46,0.37,80475,13.5
2021-09-02,69.07,1.1,1.46,75578,13.7
2021-09-03,69.61,0.78,1.1,85019,13.7
2021-09-07,69.78,0.24,0.78,109874,12.9
2021-09-08,69.06,-1.03,0.24,105135,13.2
2021-09-09,69.45,0.56,-1.03,98137,12.9
2021-09-10,69.07,-0.55,0.56,54676,13.1
2021-09-13,69.31,0.35,-0.55,176796,13.1
2021-09-14,69.05,-0.38,0.35,77238,13.1
2021-09-15,69.54,0.71,-0.38,96820,13.2
2021-09-16,69.56,0.03,0.71,122697,13
2021-09-17,68.9,-0.95,0.03,153596,13.1
2021-09-20,67.2,-2.47,-0.95,58004,15.2
2021-09-21,67.6,0.6,-2.47,103260,15.3
2021-09-22,68,0.59,0.6,143910,15.3
2021-09-23,68.93,1.37,0.59,55924,15.8
2021-09-24,68.22,-1.03,1.37,70238,16.1
2021-09-27,67.35,-1.28,-1.03,47501,16.5
2021-09-28,65.18,-3.22,-1.28,94281,18.7
2021-09-29,64.7,-0.74,-3.22,131902,18.8
2021-09-30,64.41,-0.45,-0.74,124628,18.7
2021-10-01,64.23,-0.28,-0.45,92112,18.6
2021-10-04,62.64,-2.48,-0.28,248233,19
2021-10-05,63.31,1.07,-2.48,85503,19.2
2021-10-06,62.93,-0.6,1.07,59474,19.2
2021-10-07,64.11,1.88,-0.6,60025,20.1
2021-10-08,63.63,-0.75,1.88,83038,19.6
2021-10-11,63.25,-0.6,-0.75,157287,19.6
2021-10-12,63.17,-0.13,-0.6,43192,19.5
2021-10-13,63.89,1.14,-0.13,80481,19.3
2021-10-14,65.14,1.96,1.14,69208,20
2021-10-15,65.87,1.12,1.96,54413,20.2
2021-10-18,65.88,0.02,1.12,68417,20.2
2021-10-19,66.92,1.58,0.02,45003,20.6
2021-10-20,67.04,0.18,1.58,60840,20.6
2021-10-21,66.93,-0.16,0.18,61324,20.5
2021-10-22,66.86,-0.1,-0.16,50546,20.5
2021-10-25,67.38,0.78,-0.1,91083,20.6
2021-10-26,67.4,0.03,0.78,105283,20.5
2021-10-27,66.81,-0.88,0.03,82729,20.6
2021-10-28,68.3,2.23,-0.88,123464,21.6
2021-10-29,68.44,0.2,2.23,53705,20.2
2021-11-01,69.77,1.94,0.2,50467,20.9
2021-11-02,70.15,0.54,1.94,137551,20.9
2021-11-03,71.42,1.81,0.54,104553,21.2
2021-11-04,72.14,1.01,1.81,112258,21
2021-11-05,71.56,-0.8,1.01,91671,20.8
2021-11-08,71.75,0.27,-0.8,174661,17.7
2021-11-09,71.39,-0.5,0.27,78934,17.6
2021-11-10,70.03,-1.91,-0.5,104989,18.7
2021-11-11,70.42,0.56,-1.91,86041,18.7
2021-11-12,70.9,0.68,0.56,77428,16.5
2021-11-15,70.84,-0.08,0.68,67516,16.5
2021-11-16,71.39,0.78,-0.08,90569,16.2
2021-11-17,71.15,-0.34,0.78,115637,15.7
2021-11-18,71.04,-0.15,-0.34,66668,15.4
2021-11-19,70.99,-0.07,-0.15,57061,15.2
2021-11-22,70.21,-1.1,-0.07,72322,15.8
2021-11-23,69.44,-1.1,-1.1,73062,16.2
2021-11-24,69.25,-0.27,-1.1,78041,15.4
2021-11-26,67.6,-2.38,-0.27,78156,17.1
2021-11-29,68.5,1.33,-2.38,76191,17.4
2021-11-30,67.97,-0.77,1.33,57297,17.1
2021-12-01,67.45,-0.77,-0.77,82132,17.2
2021-12-02,68.32,1.29,-0.77,64354,17.6
2021-12-03,67.33,-1.45,1.29,110873,18.2
2021-12-06,67.92,0.88,-1.45,77448,18.3
2021-12-07,69.89,2.9,0.88,50854,20.1
2021-12-08,70.41,0.74,2.9,98200,20
2021-12-09,69.19,-1.73,0.74,83566,19.7
2021-12-10,69.08,-0.16,-1.73,109681,19.7
2021-12-13,68.72,-0.52,-0.16,61916,18.9
2021-12-14,67.72,-1.46,-0.52,149207,19.3
2021-12-15,69.3,2.33,-1.46,71507,19.8
2021-12-16,68.36,-1.36,2.33,91666,19.8
2021-12-17,68.4,0.06,-1.36,69524,19.8
2021-12-20,67.42,-1.43,0.06,69788,20.1
2021-12-21,68.79,2.03,-1.43,82587,21.1
2021-12-22,69.54,1.09,2.03,96216,20.7
2021-12-23,70.05,0.73,1.09,198279,20.7
2021-12-27,70.94,1.27,0.73,153145,21
2021-12-28,70.59,-0.49,1.27,76804,21
2021-12-29,70.51,-0.11,-0.49,160179,20.9
2021-12-30,70.2,-0.44,-0.11,101285,20.9
2021-12-31,70.11,-0.13,-0.44,81280,20.9
2022-01-03,70.26,0.21,-0.13,155997,20.9
2022-01-04,70.16,-0.14,0.21,240741,20.7
2022-01-05,68.12,-2.91,-0.14,165982,22.3
2022-01-06,67.98,-0.21,-2.91,130854,22.2
2022-01-07,66.99,-1.46,-0.21,153744,21.5
2022-01-10,66.39,-0.9,-1.46,196834,21.2
2022-01-11,67.55,1.75,-0.9,227643,21.8
2022-01-12,68.03,0.71,1.75,107486,21.8
2022-01-13,66.48,-2.28,0.71,97537,22.5
2022-01-14,66.05,-0.65,-2.28,72872,22.2
2022-01-18,64.32,-2.62,-0.65,62670,23.3
2022-01-19,63.85,-0.73,-2.62,221434,21.3
2022-01-20,63.35,-0.78,-0.73,99623,21.1
2022-01-21,61.99,-2.15,-0.78,145927,21.4
2022-01-24,61.94,-0.08,-2.15,184968,21.4
2022-01-25,60.78,-1.87,-0.08,233436,21.9
2022-01-26,60.35,-0.71,-1.87,140024,21.7
2022-01-27,59.12,-2.04,-0.71,173005,20.5
2022-01-28,59.93,1.37,-2.04,126813,21.1
2022-01-31,62.08,3.59,1.37,168160,24.2